"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Veniamo da Milano e andiamo a Venezia.","Veniamo ___ Milano e andiamo a Venezia.","We come from Milan and we're going to Venice.","","","da","di","a","in","A","A2","Preposizioni Semplici","Use 'da' to indicate origin or point of departure (from).","https://www.lawlessitalian.com/preposizioni-movimento/"
"Il libro è sul tavolo vicino alla finestra.","Il libro è ___ tavolo vicino alla finestra.","The book is on the table near the window.","","","sul","nel","dal","al","A","A2","Preposizioni Semplici","'Su' + 'il' contracts to 'sul' to express position on top of something.","https://www.lawlessitalian.com/preposizioni-articolate/"
"Ho comprato alcune mele al mercato.","Ho comprato ___ mele al mercato.","I bought some apples at the market.","","","alcune","qualche","ogni","nessuna","A","A2","Aggettivi e Pronomi Indefiniti","'Alcune' (some) is used with plural nouns. 'Qualche' would require singular 'mela'.","https://www.lawlessitalian.com/aggettivi-indefiniti/"
"Ogni studente deve portare il proprio libro.","___ studente deve portare il proprio libro.","Every student must bring their own book.","","","Ogni","Tutti","Alcuni","Qualche","A","A2","Aggettivi e Pronomi Indefiniti","'Ogni' (every/each) is invariable and always takes singular nouns.","https://www.lawlessitalian.com/ogni-tutto/"
"Andresti in vacanza con me quest'estate?","___ in vacanza con me quest'estate?","Would you go on vacation with me this summer?","","","Andresti","Vai","Andavi","Andrai","A","A2","Condizionale Presente","Conditional 'andresti' expresses hypothetical situations and polite invitations.","https://www.lawlessitalian.com/condizionale-presente/"
"Dovremmo studiare di più per l'esame.","___ studiare di più per l'esame.","We should study more for the exam.","","","Dovremmo","Dobbiamo","Dovevamo","Dovremo","A","A2","Condizionale Presente","Conditional 'dovremmo' expresses advice or suggestions more softly than indicative 'dobbiamo'.","https://www.lawlessitalian.com/dovere-condizionale/"
"In questo museo non si possono fare fotografie.","In questo museo non si ___ fare fotografie.","In this museum, one cannot take photographs.","","","possono","può","puoi","possiamo","A","A2","Si Impersonale","Si impersonale with modal verb + infinitive uses third person plural when the logical object is plural (fotografie).","https://www.lawlessitalian.com/si-impersonale/"
"Professore, mi scusi per il ritardo!","Professore, mi ___ per il ritardo!","Professor, excuse me for the delay!","formal","","scusi","scusa","scusate","scusare","A","A2","Imperativo Formale","Formal imperative (Lei) for -are verbs uses subjunctive form ending in -i (scusi).","https://www.lawlessitalian.com/imperativo-formale/"
"Mentre leggevo un libro, è suonato il telefono.","Mentre ___ un libro, è suonato il telefono.","While I was reading a book, the telephone rang.","","","ho letto","leggevo","leggerò","leggo","B","A2","Imperfetto vs. Passato Prossimo","The imperfetto ('leggevo') is used to describe an ongoing action in the past that serves as the background for another, specific event ('è suonato'), which is expressed with the passato prossimo.","https://www.lawlessitalian.com/grammar/verbs/passato-prossimo-vs-imperfetto/"
"Da giovane, mio padre giocava a calcio ogni domenica.","Da giovane, mio padre ___ a calcio ogni domenica.","When he was young, my father used to play soccer every Sunday.","","","ha giocato","giocava","gioca","giocherà","B","A2","Imperfetto vs. Passato Prossimo","The imperfetto ('giocava') is used to describe habitual or repeated actions in the past. Phrases like 'da giovane' (when he was young) and 'ogni domenica' (every Sunday) are key indicators for using the imperfetto.","https://www.lawlessitalian.com/grammar/verbs/passato-prossimo-vs-imperfetto/"
"Ti serve la mia bicicletta? Certo, te la presto volentieri.","Ti serve la mia bicicletta? Certo, ___ presto volentieri.","Do you need my bicycle? Of course, I'll gladly lend it to you.","","","te lo","me la","gliela","te la","D","A2","Pronomi Combinati","Combined pronouns merge an indirect object pronoun and a direct object pronoun. Here, 'te' (to you) combines with 'la' (it, referring to 'la bicicletta'), becoming 'te la'.","https://www.lawlessitalian.com/grammar/pronouns/double-object-pronouns/"
"Questi sono i documenti. Potrebbe portarglieli domani?","Questi sono i documenti. Potrebbe ___ domani?","These are the documents. Could you bring them to him/her tomorrow?","","","portarli","portarglieli","portarceli","portarmeli","B","A2","Pronomi Combinati","When combined pronouns follow an infinitive, they attach to the end after dropping the final -e. Here, 'portare' + 'gli' (to him/her) + 'li' (them, i documenti) becomes 'portarglieli'.","https://www.lawlessitalian.com/grammar/pronouns/double-object-pronouns/"
"Scusi, potrebbe chiudere la finestra, per favore?","Scusi, ___ chiudere la finestra, per favore?","Excuse me, could you close the window, please?","formal","","puoi","potresti","potrebbe","può","C","A2","Condizionale Presente","The present conditional of 'potere' ('potrebbe' for the formal 'Lei') is used to make polite requests. The word 'Scusi' indicates that a formal address is required.","https://www.lawlessitalian.com/grammar/verbs/conditional-mood/"
"L'amico con cui esco stasera è un mio collega.","L'amico con ___ esco stasera è un mio collega.","The friend with whom I'm going out tonight is a colleague of mine.","","","che","il quale","cui","chi","C","A2","Pronomi Relativi","The relative pronoun 'cui' is used after a preposition (like 'con', 'a', 'di', 'per') to mean 'whom' or 'which'.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"Signor Rossi, mi dica la verità.","Signor Rossi, ___ la verità.","Mr. Rossi, tell me the truth.","formal","","dimmi","mi dica","mi dici","mi dirà","B","A2","Imperativo Formale","In the formal imperative (Lei), object pronouns precede the verb. The formal command for 'dire' is 'dica', so the correct form is 'mi dica'. The informal version would be 'dimmi'.","https://www.lawlessitalian.com/grammar/imperative-mood/formal-imperative/"
"Quando sono in difficoltà, chiedo sempre aiuto a mio fratello.","Quando sono in difficoltà, chiedo sempre aiuto ___ mio fratello.","When I am in difficulty, I always ask my brother for help.","","","a","di","da","per","A","A2","Preposizioni Semplici","The verb 'chiedere' (to ask) requires the preposition 'a' before the person who is being asked. 'Chiedere qualcosa a qualcuno'.","https://www.lawlessitalian.com/grammar/prepositions/preposition-a/"
"Mio figlio ha paura del buio.","Mio figlio ha paura ___ buio.","My son is afraid of the dark.","","","al","del","dal","nel","B","A2","Preposizioni Semplici","The expression 'avere paura di' means 'to be afraid of'. The preposition 'di' must be combined with the definite article 'il' (for 'buio'), forming the articulated preposition 'del'.","https://www.lawlessitalian.com/grammar/prepositions/articulated-prepositions/"
"Ieri sono andata al ristorante con degli amici.","Ieri ___ al ristorante con degli amici.","Yesterday I went to the restaurant with some friends.","feminine speaker","","sono andato","sono andata","andavo","andiamo","B","A2","Imperfetto vs. Passato Prossimo","The 'passato prossimo' is used for a single, completed action that happened at a specific time in the past ('ieri'). The auxiliary verb 'essere' requires the past participle 'andata' to agree in gender and number with the subject, which in this case is a feminine speaker.","https://www.lawlessitalian.com/grammar/passato-prossimo-vs-imperfetto/"
"Da giovane, mio padre leggeva sempre il giornale la mattina.","Da giovane, mio padre ___ sempre il giornale la mattina.","When he was young, my father always used to read the newspaper in the morning.","","","ha letto","legge","leggeva","leggesse","C","A2","Imperfetto vs. Passato Prossimo","The 'imperfetto' is used to describe a habitual or repeated action in the past ('sempre'). The phrase 'Da giovane' also sets a continuous background for the action.","https://www.lawlessitalian.com/grammar/imperfetto/"
"Mentre parlavo al telefono, è caduto il bicchiere.","Mentre ___ al telefono, è caduto il bicchiere.","While I was talking on the phone, the glass fell.","","","parlavo","parlo","ho parlato","parlerò","A","A2","Imperfetto vs. Passato Prossimo","The 'imperfetto' ('parlavo') is used for an ongoing action in the past that was interrupted by a specific, completed event, which is expressed with the 'passato prossimo' ('è caduto'). The word 'mentre' (while) signals a background action.","https://www.lawlessitalian.com/grammar/passato-prossimo-vs-imperfetto/"
"Non c'è nessuno a casa in questo momento.","Non c'è ___ a casa in questo momento.","There is no one at home right now.","","","niente","qualcuno","nessuno","qualcosa","C","A2","Aggettivi e Pronomi Indefiniti","'Nessuno' is the correct indefinite pronoun used here to mean 'no one' or 'nobody'. The negative adverb 'non' is required before the verb.","https://www.lawlessitalian.com/grammar/indefinite-pronouns-adjectives/"
"Ogni mattina, vado a correre al parco.","___ mattina, vado a correre al parco.","Every morning, I go for a run in the park.","","","Tutti","Qualche","Ogni","Alcune","C","A2","Aggettivi e Pronomi Indefiniti","'Ogni' is an invariable indefinite adjective that means 'every' and is always followed by a singular noun. 'Tutti', 'qualche', and 'alcune' are incorrect grammatically in this context.","https://www.lawlessitalian.com/grammar/indefinite-pronouns-adjectives/"
"Per favore, mi dia il documento.","Per favore, mi ___ il documento.","Please, give me the document.","formal","","dà","dai","dia","date","C","A2","Imperativo Formale","This is a formal imperative command for 'dare' (to give), which uses the third-person singular subjunctive form 'dia' for the 'Lei' (formal you) subject. The pronoun 'mi' (to me) is attached before the verb.","https://www.lawlessitalian.com/grammar/formal-imperative/"
"A che ora vai a scuola?","A che ora ___ a scuola?","What time do you go to school?","","","va","andiamo","vai","vanno","C","A2","Verbo Essere e Presente Indicativo","The verb 'andare' (to go) in the present tense is conjugated as 'vai' for the second-person singular subject 'tu' (informal you). The question is asking what time 'you' go to school.","https://www.lawlessitalian.com/grammar/andare/"
"Sono molto stanco, ho bisogno di riposare.","___ molto stanco, ho bisogno di riposare.","I'm very tired, I need to rest.","","","Sei","Sono","Siamo","È","B","A2","Verbo Essere e Presente Indicativo","The first-person singular conjugation of the verb 'essere' (to be) is 'sono', which agrees with the implied subject 'io' (I). The predicate 'stanco' also agrees in gender and number with this subject.","https://www.lawlessitalian.com/grammar/essere-conjugation/"
"Vorrei un bicchiere d'acqua, per favore.","___ un bicchiere d'acqua, per favore.","I would like a glass of water, please.","","","Vorrei","Volessi","Ho voluto","Volevo","A","A2","Condizionale Presente","The present conditional 'vorrei' (I would like) is a very common and polite way to express a request. The other options are grammatically incorrect in this context.","https://www.lawlessitalian.com/grammar/conditional-mood/"
"Ieri sera ho guardato un documentario molto interessante.","Ieri sera ___ guardato un documentario molto interessante.","Yesterday evening I watched a very interesting documentary.","completed action","","guardavo","ho","avevo","stavo","B","A2","Imperfetto vs. Passato Prossimo","The compound past describes completed actions at specific times. 'Ieri sera' indicates a specific completed event.","https://www.lawlessitalian.com/grammar/imperfect-vs-compound-past"
